"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-12", "3909", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "3910", "SYSTEM", "Method Call", "caller=part2.Reader:7#run:7, target=part2.Database:1#request_read:37"
"Thread-11", "3911", "SYSTEM", "Method Entered", ""
"Thread-11", "3912", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "3913", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-11", "3914", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-12", "3915", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "3916", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-12", "3917", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3918", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "3919", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3920", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-12", "3921", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:28, value=<void>"
"Thread-13", "3922", "SYSTEM", "Field Write", "context=part2.Database:1, r=2"
"Thread-12", "3923", "SYSTEM", "Method Returned", ""
"Thread-12", "3924", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3925", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "3926", "SYSTEM", "Variable Write", "context=part2.Reader:8#run:8, i=3"
"Thread-12", "3927", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3928", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-12", "3929", "SYSTEM", "Field Read", "context=part2.Reader:8, d"
"Thread-13", "3930", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "3931", "SYSTEM", "Method Call", "caller=part2.Reader:8#run:8, target=part2.Database:1#request_read:38"
"Thread-12", "3932", "SYSTEM", "Method Entered", ""
"Thread-12", "3933", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3934", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-12", "3935", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-13", "3936", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3937", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-13", "3938", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3939", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3940", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3941", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-13", "3942", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:29, value=<void>"
"Thread-14", "3943", "SYSTEM", "Field Write", "context=part2.Database:1, r=1"
"Thread-13", "3944", "SYSTEM", "Method Returned", ""
"Thread-13", "3945", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3946", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3947", "SYSTEM", "Variable Write", "context=part2.Reader:9#run:9, i=3"
"Thread-13", "3948", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3949", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-13", "3950", "SYSTEM", "Field Read", "context=part2.Reader:9, d"
"Thread-14", "3951", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "3952", "SYSTEM", "Method Call", "caller=part2.Reader:9#run:9, target=part2.Database:1#request_read:39"
"Thread-13", "3953", "SYSTEM", "Method Entered", ""
"Thread-13", "3954", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3955", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-13", "3956", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-14", "3957", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3958", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-14", "3959", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3960", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3961", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3962", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-14", "3963", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:30, value=<void>"
"Thread-5", "3964", "SYSTEM", "Field Write", "context=part2.Database:1, r=0"
"Thread-14", "3965", "SYSTEM", "Method Returned", ""
"Thread-14", "3966", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3967", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3968", "SYSTEM", "Variable Write", "context=part2.Reader:10#run:10, i=3"
"Thread-14", "3969", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3970", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-14", "3971", "SYSTEM", "Field Read", "context=part2.Reader:10, d"
"Thread-5", "3972", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "3973", "SYSTEM", "Method Call", "caller=part2.Reader:10#run:10, target=part2.Database:1#request_read:40"
"Thread-14", "3974", "SYSTEM", "Method Entered", ""
"Thread-14", "3975", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3976", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-14", "3977", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-5", "3978", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3979", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-5", "3980", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "3981", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3982", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "3983", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-5", "3984", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:31, value=<void>"
"Thread-6", "3985", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-5", "3986", "SYSTEM", "Method Returned", ""
"Thread-5", "3987", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "3988", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3989", "SYSTEM", "Variable Write", "context=part2.Reader:1#run:1, i=4"
"Thread-5", "3990", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "3991", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-5", "3992", "SYSTEM", "Field Read", "context=part2.Reader:1, d"
"Thread-6", "3993", "SYSTEM", "Field Write", "context=part2.Database:1, r=1"
"Thread-5", "3994", "SYSTEM", "Method Call", "caller=part2.Reader:1#run:1, target=part2.Database:1#request_read:41"
"Thread-5", "3995", "SYSTEM", "Method Entered", ""
"Thread-5", "3996", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "3997", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "3998", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "3999", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "4000", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4001", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4002", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4003", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-6", "4004", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:32, value=<void>"
"Thread-7", "4005", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-6", "4006", "SYSTEM", "Method Returned", ""
"Thread-6", "4007", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4008", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4009", "SYSTEM", "Field Read", "context=part2.Reader:2, d"
"Thread-7", "4010", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-6", "4011", "SYSTEM", "Method Call", "caller=part2.Reader:2#run:2, target=part2.Database:1#read:32"
"Thread-6", "4012", "SYSTEM", "Method Entered", ""
"Thread-6", "4013", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4014", "SYSTEM", "Field Write", "context=part2.Database:1, r=2"
"Thread-6", "4015", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-7", "4016", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4017", "SYSTEM", "Variable Write", "context=part2.Database:1#read:32, result=55555"
"Thread-6", "4018", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:32, value=55555"
"Thread-7", "4019", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "4020", "SYSTEM", "Method Returned", ""
"Thread-6", "4021", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4022", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4023", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4024", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4025", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-7", "4026", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:33, value=<void>"
"Thread-8", "4027", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-6", "4028", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4029", "SYSTEM", "Method Returned", ""
"Thread-7", "4030", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4031", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4032", "SYSTEM", "Field Read", "context=part2.Reader:2, d"
"Thread-7", "4033", "SYSTEM", "Field Read", "context=part2.Reader:3, d"
"Thread-8", "4034", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-6", "4035", "SYSTEM", "Method Call", "caller=part2.Reader:2#run:2, target=part2.Database:1#done_read:32"
"Thread-6", "4036", "SYSTEM", "Method Entered", ""
"Thread-6", "4037", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4038", "SYSTEM", "Method Call", "caller=part2.Reader:3#run:3, target=part2.Database:1#read:33"
"Thread-7", "4039", "SYSTEM", "Method Entered", ""
"Thread-7", "4040", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4041", "SYSTEM", "Field Write", "context=part2.Database:1, r=3"
"Thread-6", "4042", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "4043", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-8", "4044", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4045", "SYSTEM", "Variable Write", "context=part2.Database:1#read:33, result=55555"
"Thread-7", "4046", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:33, value=55555"
"Thread-8", "4047", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "4048", "SYSTEM", "Method Returned", ""
"Thread-7", "4049", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4050", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4051", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4052", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4053", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4054", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-8", "4055", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:34, value=<void>"
"Thread-7", "4056", "SYSTEM", "Field Read", "context=part2.Reader:3, d"
"Thread-9", "4057", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-8", "4058", "SYSTEM", "Method Returned", ""
"Thread-8", "4059", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "4060", "SYSTEM", "Method Call", "caller=part2.Reader:3#run:3, target=part2.Database:1#done_read:33"
"Thread-7", "4061", "SYSTEM", "Method Entered", ""
"Thread-7", "4062", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4063", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4064", "SYSTEM", "Field Read", "context=part2.Reader:4, d"
"Thread-7", "4065", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-9", "4066", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-8", "4067", "SYSTEM", "Method Call", "caller=part2.Reader:4#run:4, target=part2.Database:1#read:34"
"Thread-8", "4068", "SYSTEM", "Method Entered", ""
"Thread-8", "4069", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4070", "SYSTEM", "Field Write", "context=part2.Database:1, r=4"
"Thread-8", "4071", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-9", "4072", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4073", "SYSTEM", "Variable Write", "context=part2.Database:1#read:34, result=55555"
"Thread-8", "4074", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:34, value=55555"
"Thread-9", "4075", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-8", "4076", "SYSTEM", "Method Returned", ""
"Thread-8", "4077", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4078", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4079", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4080", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4081", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4082", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-9", "4083", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:35, value=<void>"
"Thread-8", "4084", "SYSTEM", "Field Read", "context=part2.Reader:4, d"
"Thread-10", "4085", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-9", "4086", "SYSTEM", "Method Returned", ""
"Thread-9", "4087", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "4088", "SYSTEM", "Method Call", "caller=part2.Reader:4#run:4, target=part2.Database:1#done_read:34"
"Thread-8", "4089", "SYSTEM", "Method Entered", ""
"Thread-8", "4090", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4091", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4092", "SYSTEM", "Field Read", "context=part2.Reader:5, d"
"Thread-8", "4093", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-10", "4094", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-9", "4095", "SYSTEM", "Method Call", "caller=part2.Reader:5#run:5, target=part2.Database:1#read:35"
"Thread-9", "4096", "SYSTEM", "Method Entered", ""
"Thread-9", "4097", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4098", "SYSTEM", "Field Write", "context=part2.Database:1, r=5"
"Thread-9", "4099", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-10", "4100", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4101", "SYSTEM", "Variable Write", "context=part2.Database:1#read:35, result=55555"
"Thread-9", "4102", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:35, value=55555"
"Thread-10", "4103", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-9", "4104", "SYSTEM", "Method Returned", ""
"Thread-9", "4105", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4106", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4107", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4108", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4109", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4110", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-10", "4111", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:36, value=<void>"
"Thread-9", "4112", "SYSTEM", "Field Read", "context=part2.Reader:5, d"
"Thread-11", "4113", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-10", "4114", "SYSTEM", "Method Returned", ""
"Thread-10", "4115", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "4116", "SYSTEM", "Method Call", "caller=part2.Reader:5#run:5, target=part2.Database:1#done_read:35"
"Thread-9", "4117", "SYSTEM", "Method Entered", ""
"Thread-9", "4118", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4119", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4120", "SYSTEM", "Field Read", "context=part2.Reader:6, d"
"Thread-9", "4121", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-11", "4122", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-10", "4123", "SYSTEM", "Method Call", "caller=part2.Reader:6#run:6, target=part2.Database:1#read:36"
"Thread-10", "4124", "SYSTEM", "Method Entered", ""
"Thread-10", "4125", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4126", "SYSTEM", "Field Write", "context=part2.Database:1, r=6"
"Thread-10", "4127", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-11", "4128", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4129", "SYSTEM", "Variable Write", "context=part2.Database:1#read:36, result=55555"
"Thread-10", "4130", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:36, value=55555"
"Thread-11", "4131", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-10", "4132", "SYSTEM", "Method Returned", ""
"Thread-10", "4133", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4134", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4135", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4136", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4137", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4138", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-11", "4139", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:37, value=<void>"
"Thread-10", "4140", "SYSTEM", "Field Read", "context=part2.Reader:6, d"
"Thread-12", "4141", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-11", "4142", "SYSTEM", "Method Returned", ""
"Thread-11", "4143", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "4144", "SYSTEM", "Method Call", "caller=part2.Reader:6#run:6, target=part2.Database:1#done_read:36"
"Thread-10", "4145", "SYSTEM", "Method Entered", ""
"Thread-10", "4146", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4147", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4148", "SYSTEM", "Field Read", "context=part2.Reader:7, d"
"Thread-10", "4149", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-12", "4150", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-11", "4151", "SYSTEM", "Method Call", "caller=part2.Reader:7#run:7, target=part2.Database:1#read:37"
"Thread-11", "4152", "SYSTEM", "Method Entered", ""
"Thread-11", "4153", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4154", "SYSTEM", "Field Write", "context=part2.Database:1, r=7"
"Thread-11", "4155", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-12", "4156", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4157", "SYSTEM", "Variable Write", "context=part2.Database:1#read:37, result=55555"
"Thread-11", "4158", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:37, value=55555"
"Thread-12", "4159", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-11", "4160", "SYSTEM", "Method Returned", ""
"Thread-11", "4161", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4162", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4163", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4164", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4165", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4166", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-12", "4167", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:38, value=<void>"
"Thread-11", "4168", "SYSTEM", "Field Read", "context=part2.Reader:7, d"
"Thread-13", "4169", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-12", "4170", "SYSTEM", "Method Returned", ""
"Thread-12", "4171", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "4172", "SYSTEM", "Method Call", "caller=part2.Reader:7#run:7, target=part2.Database:1#done_read:37"
"Thread-11", "4173", "SYSTEM", "Method Entered", ""
"Thread-11", "4174", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4175", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4176", "SYSTEM", "Field Read", "context=part2.Reader:8, d"
"Thread-11", "4177", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-13", "4178", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-12", "4179", "SYSTEM", "Method Call", "caller=part2.Reader:8#run:8, target=part2.Database:1#read:38"
"Thread-12", "4180", "SYSTEM", "Method Entered", ""
"Thread-12", "4181", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4182", "SYSTEM", "Field Write", "context=part2.Database:1, r=8"
"Thread-12", "4183", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-13", "4184", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4185", "SYSTEM", "Variable Write", "context=part2.Database:1#read:38, result=55555"
"Thread-12", "4186", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:38, value=55555"
"Thread-13", "4187", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-12", "4188", "SYSTEM", "Method Returned", ""
"Thread-12", "4189", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4190", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4191", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4192", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4193", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4194", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-13", "4195", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:39, value=<void>"
"Thread-12", "4196", "SYSTEM", "Field Read", "context=part2.Reader:8, d"
"Thread-14", "4197", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-13", "4198", "SYSTEM", "Method Returned", ""
"Thread-13", "4199", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "4200", "SYSTEM", "Method Call", "caller=part2.Reader:8#run:8, target=part2.Database:1#done_read:38"
"Thread-12", "4201", "SYSTEM", "Method Entered", ""
"Thread-12", "4202", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4203", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4204", "SYSTEM", "Field Read", "context=part2.Reader:9, d"
"Thread-12", "4205", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-14", "4206", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-13", "4207", "SYSTEM", "Method Call", "caller=part2.Reader:9#run:9, target=part2.Database:1#read:39"
"Thread-13", "4208", "SYSTEM", "Method Entered", ""
"Thread-13", "4209", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4210", "SYSTEM", "Field Write", "context=part2.Database:1, r=9"
"Thread-13", "4211", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-14", "4212", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4213", "SYSTEM", "Variable Write", "context=part2.Database:1#read:39, result=55555"
"Thread-13", "4214", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:39, value=55555"
"Thread-14", "4215", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-13", "4216", "SYSTEM", "Method Returned", ""
"Thread-13", "4217", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4218", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4219", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4220", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4221", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4222", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-14", "4223", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:40, value=<void>"
"Thread-13", "4224", "SYSTEM", "Field Read", "context=part2.Reader:9, d"
"Thread-5", "4225", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-14", "4226", "SYSTEM", "Method Returned", ""
"Thread-14", "4227", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "4228", "SYSTEM", "Method Call", "caller=part2.Reader:9#run:9, target=part2.Database:1#done_read:39"
"Thread-13", "4229", "SYSTEM", "Method Entered", ""
"Thread-13", "4230", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4231", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4232", "SYSTEM", "Field Read", "context=part2.Reader:10, d"
"Thread-13", "4233", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-5", "4234", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-14", "4235", "SYSTEM", "Method Call", "caller=part2.Reader:10#run:10, target=part2.Database:1#read:40"
"Thread-14", "4236", "SYSTEM", "Method Entered", ""
"Thread-14", "4237", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4238", "SYSTEM", "Field Write", "context=part2.Database:1, r=10"
"Thread-14", "4239", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-5", "4240", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4241", "SYSTEM", "Variable Write", "context=part2.Database:1#read:40, result=55555"
"Thread-14", "4242", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:40, value=55555"
"Thread-5", "4243", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-14", "4244", "SYSTEM", "Method Returned", ""
"Thread-14", "4245", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4246", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4247", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4248", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4249", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4250", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-5", "4251", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:41, value=<void>"
"Thread-14", "4252", "SYSTEM", "Field Read", "context=part2.Reader:10, d"
"Thread-6", "4253", "SYSTEM", "Field Write", "context=part2.Database:1, r=9"
"Thread-5", "4254", "SYSTEM", "Method Returned", ""
"Thread-5", "4255", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "4256", "SYSTEM", "Method Call", "caller=part2.Reader:10#run:10, target=part2.Database:1#done_read:40"
"Thread-14", "4257", "SYSTEM", "Method Entered", ""
"Thread-14", "4258", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4259", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4260", "SYSTEM", "Field Read", "context=part2.Reader:1, d"
"Thread-14", "4261", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "4262", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-5", "4263", "SYSTEM", "Method Call", "caller=part2.Reader:1#run:1, target=part2.Database:1#read:41"
"Thread-5", "4264", "SYSTEM", "Method Entered", ""
"Thread-5", "4265", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "4266", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "4267", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-6", "4268", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
